"Problem","Package","File","Line","Priority","Description","Rule set","Rule"
"819","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","1","16","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix). variable {1} should begin with {2}","Naming Rules","VariableNamingConventions"
"820","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","27","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"821","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","30","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"822","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","37","Avoid using implementation types like 'Vector'; use the interface instead","Coupling Rules","LooseCoupling"
"823","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","37","Avoid using implementation types like 'Vector'; use the interface instead","Coupling Rules","LooseCoupling"
"824","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","37","Avoid using implementation types like 'Vector'; use the interface instead","Coupling Rules","LooseCoupling"
"825","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","37","Avoid using implementation types like 'Vector'; use the interface instead","Coupling Rules","LooseCoupling"
"826","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","37","Consider replacing this Vector with the newer java.util.List","Migration Rules","ReplaceVectorWithList"
"827","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","37","Consider replacing this Vector with the newer java.util.List","Migration Rules","ReplaceVectorWithList"
"828","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","49","Consider replacing this Vector with the newer java.util.List","Migration Rules","ReplaceVectorWithList"
"829","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","49","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"830","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","51","Avoid using for statements without curly braces","Braces Rules","ForLoopsMustUseBraces"
"831","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","53","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"832","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","64","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"833","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","67","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"834","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","68","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"835","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","70","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"836","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","88","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"837","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","88","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"838","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","96","Avoid variables with short names like e","Naming Rules","ShortVariable"
"839","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","96","Avoid variables with short names like e","Naming Rules","ShortVariable"
"840","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","96","Parameter 'e' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"841","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","99","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"842","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTable.java","3","99","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"843","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTextField.java","3","11","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"844","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTextField.java","3","11","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"845","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTitledPanel.java","4","4","Avoid unused imports such as 'java.awt.Component'","Import Statement Rules","UnusedImports"
"846","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTitledPanel.java","4","4","Avoid unused imports such as 'java.awt.Component'","Import Statement Rules","UnusedImports"
"847","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTitledPanel.java","4","6","Avoid unused imports such as 'java.awt.Insets'","Import Statement Rules","UnusedImports"
"848","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTitledPanel.java","4","6","Avoid unused imports such as 'java.awt.Insets'","Import Statement Rules","UnusedImports"
"849","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTitledPanel.java","3","20","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"850","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTitledPanel.java","3","82","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"851","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTitledPanel.java","3","84","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"852","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTitledPanel.java","3","87","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"853","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTitledPanel.java","3","92","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"854","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/Cab2bTitledPanel.java","3","102","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"855","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","8","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"856","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","8","Private field 'm_columnNames' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"857","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","9","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"858","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","11","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"859","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","25","Parameter 'col' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"860","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","29","Parameter 'col' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"861","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","29","Parameter 'row' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"862","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","40","Avoid variables with short names like c","Naming Rules","ShortVariable"
"863","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","40","Avoid variables with short names like c","Naming Rules","ShortVariable"
"864","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","40","Parameter 'c' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"865","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","49","Parameter 'col' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"866","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","52","Avoid unnecessary if..then..else statements when returning a boolean","Design Rules","SimplifyBooleanReturns"
"867","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","52","Avoid unnecessary if..then..else statements when returning a boolean","Design Rules","SimplifyBooleanReturns"
"868","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","54","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"869","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","64","Consider replacing this Vector with the newer java.util.List","Migration Rules","ReplaceVectorWithList"
"870","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","64","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"871","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","64","Use ArrayList instead of Vector","Optimization Rules","UseArrayListInsteadOfVector"
"872","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","64","Use ArrayList instead of Vector","Optimization Rules","UseArrayListInsteadOfVector"
"873","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","67","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"874","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","68","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"875","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","2","70","Avoid instantiating Integer objects. Call Integer.valueOf() instead","Migration Rules","IntegerInstantiation"
"876","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","70","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"877","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","90","Avoid unused private methods such as 'printDebugData()'","Unused Code Rules","UnusedPrivateMethod"
"878","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","90","Avoid unused private methods such as 'printDebugData()'","Unused Code Rules","UnusedPrivateMethod"
"879","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","91","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"880","edu.wustl.cab2b.client.ui.controls","source/client/main/edu/wustl/cab2b/client/ui/controls/CheckBoxTableModel.java","3","92","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
